date,region,channel,customers,orders,revenue,marketing_spend
2026-04-20,South,Affiliate,479,31,2567.94,255.24
2026-04-20,North,Search,617,47,4745.96,455.92
2026-04-20,North,Social,725,33,2941.92,407.35
2026-04-20,North,Email,336,30,2982.05,134.43
2026-04-20,North,Affiliate,435,31,2639.96,243.41
2026-04-20,West,Search,532,35,2823.26,461.15
2026-04-20,West,Social,606,33,2850.02,400.83
2026-04-20,West,Email,330,29,2709.57,131.78
2026-04-20,West,Affiliate,360,33,2373.55,260.4
2026-04-21,East,Search,693,42,3213.81,463.09
2026-04-21,East,Social,842,29,2979.19,394.05
2026-04-21,East,Email,396,34,3079.21,128.54
2026-04-21,East,Affiliate,512,27,2476.02,249.96
2026-04-21,South,Search,667,34,3257.1,453.93
2026-04-21,South,Social,736,26,2397.12,408.06
2026-04-21,South,Email,376,42,3335.14,134.92
2026-04-21,South,Affiliate,490,39,4165.72,250.02
2026-04-21,North,Search,565,30,2595.23,471.54
2026-04-21,North,Social,698,17,1812.27,395.67
2026-04-21,North,Email,333,33,2652.02,136.56
2026-04-21,North,Affiliate,398,34,2788.54,261.89
2026-04-21,West,Search,532,28,2570.6,503.96
2026-04-21,West,Social,638,23,2043.65,407.46
2026-04-21,West,Email,310,29,2965.96,131.88
2026-04-21,West,Affiliate,387,32,2679.83,255.19
2026-04-22,East,Search,713,42,4121.1,452.13
2026-04-22,East,Social,851,28,2383.57,407.2
2026-04-22,East,Email,407,30,2692.36,126.09
2026-04-22,East,Affiliate,559,34,2921.46,245.73
2026-04-22,South,Search,603,29,2706.95,479.49
2026-04-22,South,Social,731,20,1789.92,392.02
2026-04-22,South,Email,351,33,2950.39,127.64
2026-04-22,South,Affiliate,467,35,3097.11,242.45
2026-04-22,North,Search,625,38,3377.86,482.12
2026-04-22,North,Social,671,25,2194.98,391.08
2026-04-22,North,Email,392,31,3091.35,130.33
2026-04-22,North,Affiliate,438,28,2194.37,263.25
2026-04-22,West,Search,558,33,3060.37,479.84
2026-04-22,West,Social,633,27,2725.58,390.08
2026-04-22,West,Email,304,29,2121.38,135.52
2026-04-22,West,Affiliate,386,26,2108.78,262.0
2026-04-23,East,Search,742,43,3482.39,491.94
2026-04-23,East,Social,836,35,3235.04,419.46
2026-04-23,East,Email,393,38,3593.87,128.27
2026-04-23,East,Affiliate,536,35,3186.76,249.61
2026-04-23,South,Search,673,42,3537.03,473.48
2026-04-23,South,Social,762,24,2017.08,419.21
2026-04-23,South,Email,386,28,2352.59,132.06
2026-04-23,South,Affiliate,446,34,3625.33,240.79
2026-04-23,North,Search,605,31,2651.03,455.32
2026-04-23,North,Social,629,25,2207.89,423.84
2026-04-23,North,Email,351,30,2610.57,133.2
2026-04-23,North,Affiliate,381,22,2021.48,240.35
2026-04-23,West,Search,574,22,2039.78,495.55
2026-04-23,West,Social,645,24,2083.75,395.48
2026-04-23,West,Email,316,31,3256.54,136.59
2026-04-23,West,Affiliate,384,30,2756.29,239.96
2026-04-24,East,Search,735,31,2792.19,456.97
2026-04-24,East,Social,833,36,3421.6,386.3
2026-04-24,East,Email,385,35,3224.7,126.13
2026-04-24,East,Affiliate,496,27,2257.83,254.5
2026-04-24,South,Search,636,43,3819.63,500.69
2026-04-24,South,Social,756,30,2438.04,390.95
2026-04-24,South,Email,382,37,3732.43,127.63
2026-04-24,South,Affiliate,469,27,2229.24,241.96
2026-04-24,North,Search,569,22,2037.71,493.35
2026-04-24,North,Social,666,27,2435.3,388.15
2026-04-24,North,Email,349,31,2576.17,132.99
2026-04-24,North,Affiliate,364,18,1586.15,241.64
2026-04-24,West,Search,502,22,1916.82,460.18
2026-04-24,West,Social,640,22,1837.34,413.43
2026-04-24,West,Email,308,38,3587.14,126.58
2026-04-24,West,Affiliate,381,26,2088.39,262.22
2026-04-25,East,Search,698,47,4125.64,464.86
2026-04-25,East,Social,808,29,2152.54,417.57
2026-04-25,East,Email,440,40,3611.57,128.74
2026-04-25,East,Affiliate,524,45,4429.57,244.16
2026-04-25,South,Search,622,41,3683.0,489.4
2026-04-25,South,Social,674,26,2215.54,393.55
2026-04-25,South,Email,359,31,2710.28,128.96
2026-04-25,South,Affiliate,451,32,2688.74,246.15
2026-04-25,North,Search,589,32,3042.79,499.52
2026-04-25,North,Social,642,29,2648.58,391.85
2026-04-25,North,Email,332,32,2883.44,127.26
2026-04-25,North,Affiliate,425,23,2141.51,237.99
2026-04-25,West,Search,519,32,3016.47,473.98
2026-04-25,West,Social,644,27,2122.15,409.16
2026-04-25,West,Email,288,24,2394.87,129.88
2026-04-25,West,Affiliate,414,26,2748.47,245.72
2026-04-26,East,Search,749,47,4860.78,453.43
2026-04-26,East,Social,787,29,2885.69,414.63
2026-04-26,East,Email,398,31,3054.66,136.44
2026-04-26,East,Affiliate,534,39,3617.05,238.73
2026-04-26,South,Search,616,39,3555.8,472.52
2026-04-26,South,Social,696,26,2073.35,385.22
2026-04-26,South,Email,381,35,3337.82,136.85
2026-04-26,South,Affiliate,444,23,2518.31,234.26
2026-04-26,North,Search,602,45,4205.95,449.17
2026-04-26,North,Social,680,28,2516.15,386.82
2026-04-26,North,Email,311,27,2682.07,129.26
2026-04-26,North,Affiliate,419,22,1956.13,233.83
2026-04-26,West,Search,518,26,2508.24,451.94
2026-04-26,West,Social,587,27,2360.11,398.61
2026-04-26,West,Email,285,34,2771.7,134.25
2026-04-26,West,Affiliate,368,26,2442.11,234.77
2026-04-27,East,Search,759,45,4103.64,460.01
2026-04-27,East,Social,834,31,3067.61,388.92
2026-04-27,East,Email,383,30,2859.88,131.25
2026-04-27,East,Affiliate,502,36,3947.19,248.67
2026-04-27,South,Search,609,41,3611.64,453.33
2026-04-27,South,Social,718,30,3084.18,413.24
2026-04-27,South,Email,359,29,2438.08,131.42
2026-04-27,South,Affiliate,462,25,2174.41,240.87
2026-04-27,North,Search,591,35,3323.11,486.23
2026-04-27,North,Social,672,22,1905.68,402.42
2026-04-27,North,Email,306,39,3209.42,130.91
2026-04-27,North,Affiliate,445,29,2603.8,249.88
2026-04-27,West,Search,528,27,2068.19,481.35
2026-04-27,West,Social,620,27,2383.75,424.96
2026-04-27,West,Email,340,27,2368.5,130.04
2026-04-27,West,Affiliate,360,30,2249.82,241.45
2026-04-28,East,Search,749,44,3910.64,479.05
2026-04-28,East,Social,865,35,2817.05,421.7
2026-04-28,East,Email,416,40,3577.88,132.11
2026-04-28,East,Affiliate,513,33,2571.26,258.68
2026-04-28,South,Search,659,53,4872.7,453.83
2026-04-28,South,Social,727,32,3080.13,409.57
2026-04-28,South,Email,328,30,2752.99,133.25
2026-04-28,South,Affiliate,479,28,2903.81,234.49
2026-04-28,North,Search,569,26,2298.23,486.08
2026-04-28,North,Social,663,26,2379.22,386.2
2026-04-28,North,Email,352,24,2409.74,129.39
2026-04-28,North,Affiliate,460,34,3501.63,261.59
2026-04-28,West,Search,544,34,2881.36,483.1
2026-04-28,West,Social,627,21,1755.78,381.63
2026-04-28,West,Email,284,33,2853.13,121.97
2026-04-28,West,Affiliate,400,24,2201.84,244.37
2026-04-29,East,Search,674,43,3569.6,499.14
2026-04-29,East,Social,791,27,2337.63,427.25
2026-04-29,East,Email,386,39,3199.12,127.73
2026-04-29,East,Affiliate,539,39,3625.18,251.63
2026-04-29,South,Search,648,39,3672.87,453.16
2026-04-29,South,Social,784,26,2299.58,380.48
2026-04-29,South,Email,348,34,3829.19,132.48
2026-04-29,South,Affiliate,466,33,2933.67,233.97
2026-04-29,North,Search,617,44,3264.53,458.31
2026-04-29,North,Social,618,27,2414.86,421.86
2026-04-29,North,Email,335,33,2222.37,136.46
2026-04-29,North,Affiliate,411,21,1868.77,240.76
2026-04-29,West,Search,530,24,2132.93,461.82
2026-04-29,West,Social,613,32,2766.67,401.91
2026-04-29,West,Email,307,26,2694.75,129.4
2026-04-29,West,Affiliate,378,24,2072.91,251.19
2026-04-30,East,Search,700,49,4250.69,485.3
2026-04-30,East,Social,856,31,2313.24,408.73
2026-04-30,East,Email,401,38,3236.62,130.84
2026-04-30,East,Affiliate,524,40,3125.15,256.7
2026-04-30,South,Search,612,24,2335.07,476.15
2026-04-30,South,Social,765,36,3336.22,416.93
2026-04-30,South,Email,352,35,3551.4,127.14
2026-04-30,South,Affiliate,462,28,2441.53,258.91
2026-04-30,North,Search,567,34,3010.13,497.89
2026-04-30,North,Social,663,19,1667.17,393.65
2026-04-30,North,Email,333,34,3588.42,121.73
2026-04-30,North,Affiliate,411,27,2363.86,254.37
2026-04-30,West,Search,519,21,2175.48,497.37
2026-04-30,West,Social,589,21,1863.56,411.34
2026-04-30,West,Email,278,31,2889.11,125.78
2026-04-30,West,Affiliate,383,28,2553.41,260.46
2026-05-01,East,Search,841,50,4656.97,496.87
2026-05-01,East,Social,954,32,2721.66,382.2
2026-05-01,East,Email,482,44,3513.98,132.97
2026-05-01,East,Affiliate,597,47,4187.94,258.09
2026-05-01,South,Search,769,38,3269.32,494.39
2026-05-01,South,Social,823,39,3680.81,406.48
2026-05-01,South,Email,412,34,3115.74,124.33
2026-05-01,South,Affiliate,540,31,2765.43,246.26
2026-05-01,North,Search,654,45,3418.33,473.75
2026-05-01,North,Social,701,36,3234.4,415.18
2026-05-01,North,Email,392,39,3484.41,121.65
2026-05-01,North,Affiliate,476,23,1933.92,254.65
2026-05-01,West,Search,687,36,3261.51,488.82
2026-05-01,West,Social,692,16,1534.04,424.62
2026-05-01,West,Email,372,32,2952.08,132.67
2026-05-01,West,Affiliate,474,32,2886.51,235.95
2026-05-02,East,Search,721,39,3349.58,477.1
2026-05-02,East,Social,788,33,2496.81,420.52
2026-05-02,East,Email,418,35,3043.86,134.61
2026-05-02,East,Affiliate,511,28,2417.6,247.97
2026-05-02,South,Search,687,35,2803.44,473.49
2026-05-02,South,Social,727,37,3847.08,427.69
2026-05-02,South,Email,346,42,3672.88,126.56
2026-05-02,South,Affiliate,465,19,1856.05,233.15
2026-05-02,North,Search,621,39,3937.56,448.97
2026-05-02,North,Social,669,19,1793.82,408.21
2026-05-02,North,Email,313,28,2061.82,132.07
2026-05-02,North,Affiliate,438,31,2912.14,260.28
2026-05-02,West,Search,508,29,2651.69,463.47
2026-05-02,West,Social,619,29,2502.7,411.47
2026-05-02,West,Email,296,28,2195.26,131.73
2026-05-02,West,Affiliate,361,29,2650.74,234.51
2026-05-03,East,Search,726,50,4402.36,456.98
2026-05-03,East,Social,812,25,2266.64,390.76
2026-05-03,East,Email,395,32,3000.97,134.69
2026-05-03,East,Affiliate,508,36,3715.01,259.34
2026-05-03,South,Search,645,41,3138.78,474.72
2026-05-03,South,Social,759,31,2636.87,412.85
2026-05-03,South,Email,383,33,2923.74,125.98
2026-05-03,South,Affiliate,440,33,3006.64,245.81
2026-05-03,North,Search,570,27,2482.9,447.36
2026-05-03,North,Social,683,22,1982.41,420.22
2026-05-03,North,Email,357,32,2795.95,134.28
2026-05-03,North,Affiliate,404,39,3773.6,243.99
2026-05-03,West,Search,525,35,2689.2,464.46
2026-05-03,West,Social,627,25,2120.94,388.68
2026-05-03,West,Email,331,33,2807.08,129.89
2026-05-03,West,Affiliate,417,27,2430.15,239.03
2026-05-04,East,Search,682,44,4050.07,442.63
2026-05-04,East,Social,804,29,2656.91,392.76
2026-05-04,East,Email,398,31,2734.0,130.86
2026-05-04,East,Affiliate,514,33,3556.65,252.6
2026-05-04,South,Search,661,42,3959.74,489.68
2026-05-04,South,Social,728,25,2055.58,419.96
2026-05-04,South,Email,352,29,2296.02,121.14
2026-05-04,South,Affiliate,419,29,2552.36,259.78
2026-05-04,North,Search,607,30,2616.42,484.7
2026-05-04,North,Social,701,27,2547.26,402.04
2026-05-04,North,Email,340,41,3945.72,129.68
2026-05-04,North,Affiliate,401,36,3048.85,246.06
2026-05-04,West,Search,565,31,3151.9,460.09
2026-05-04,West,Social,570,25,2360.63,392.43
2026-05-04,West,Email,287,38,3009.87,129.94
2026-05-04,West,Affiliate,366,28,2741.03,259.83
2026-05-05,East,Search,713,38,3639.74,471.7
2026-05-05,East,Social,810,35,3373.06,395.06
2026-05-05,East,Email,384,43,3747.03,121.86
2026-05-05,East,Affiliate,493,34,2848.4,244.24
2026-05-05,South,Search,621,36,3230.46,464.49
2026-05-05,South,Social,746,31,3321.11,385.73
2026-05-05,South,Email,365,41,4303.36,133.21
2026-05-05,South,Affiliate,494,24,2130.76,251.6
2026-05-05,North,Search,549,33,2956.71,470.58
2026-05-05,North,Social,645,21,1850.21,395.43
2026-05-05,North,Email,327,42,3944.15,125.14
2026-05-05,North,Affiliate,436,26,2021.44,238.59
2026-05-05,West,Search,566,32,2378.83,488.25
2026-05-05,West,Social,621,20,1604.0,380.86
2026-05-05,West,Email,302,22,1822.98,124.99
2026-05-05,West,Affiliate,381,27,2465.71,234.05
2026-05-06,East,Search,735,42,3349.78,473.29
2026-05-06,East,Social,835,36,3557.66,379.41
2026-05-06,East,Email,402,26,2317.23,130.55
2026-05-06,East,Affiliate,571,42,4341.11,260.01
2026-05-06,South,Search,619,39,3334.56,486.45
2026-05-06,South,Social,753,29,2601.26,408.73
2026-05-06,South,Email,357,25,2688.4,129.76
2026-05-06,South,Affiliate,468,26,2364.86,238.41
2026-05-06,North,Search,583,37,3425.28,443.24
2026-05-06,North,Social,665,30,2538.39,384.66
2026-05-06,North,Email,338,29,2713.85,127.93
2026-05-06,North,Affiliate,447,32,3311.14,232.73
2026-05-06,West,Search,520,28,2496.93,473.07
2026-05-06,West,Social,654,30,3348.3,394.35
2026-05-06,West,Email,307,20,1661.09,121.13
2026-05-06,West,Affiliate,389,30,2761.24,254.84
2026-05-07,East,Search,693,35,3567.71,484.21
2026-05-07,East,Social,807,35,3787.14,410.27
2026-05-07,East,Email,408,36,3160.26,133.05
2026-05-07,East,Affiliate,514,22,2038.11,239.16
2026-05-07,South,Search,662,38,3209.08,475.02
2026-05-07,South,Social,732,25,2690.63,381.21
2026-05-07,South,Email,350,35,2962.46,135.71
2026-05-07,South,Affiliate,434,28,2309.42,235.14
2026-05-07,North,Search,618,44,4126.2,494.15
2026-05-07,North,Social,693,31,2376.7,406.86
2026-05-07,North,Email,351,41,3565.9,121.68
2026-05-07,North,Affiliate,352,20,1884.17,233.71
2026-05-07,West,Search,534,26,2193.74,441.99
2026-05-07,West,Social,599,25,2241.97,407.42
2026-05-07,West,Email,300,27,2497.42,128.4
2026-05-07,West,Affiliate,391,21,1766.2,239.59
2026-05-08,East,Search,701,48,4144.27,461.45
2026-05-08,East,Social,850,41,3843.87,391.7
2026-05-08,East,Email,397,37,2994.72,124.65
2026-05-08,East,Affiliate,505,29,2638.45,252.07
2026-05-08,South,Search,618,34,3171.18,473.72
2026-05-08,South,Social,798,40,3083.8,394.68
2026-05-08,South,Email,332,27,2887.66,131.89
2026-05-08,South,Affiliate,453,34,3075.29,255.51
2026-05-08,North,Search,586,28,2627.19,473.39
2026-05-08,North,Social,691,30,2958.17,408.15
2026-05-08,North,Email,333,37,3648.97,131.91
2026-05-08,North,Affiliate,437,38,3230.93,259.01
2026-05-08,West,Search,518,31,3239.13,445.37
2026-05-08,West,Social,574,21,1806.34,400.05
2026-05-08,West,Email,313,33,3159.68,133.4
2026-05-08,West,Affiliate,378,29,2768.64,256.23
2026-05-09,East,Search,712,39,4058.75,439.25
2026-05-09,East,Social,807,34,3542.73,411.36
2026-05-09,East,Email,377,37,3112.3,122.85
2026-05-09,East,Affiliate,491,27,2577.45,248.1
2026-05-09,South,Search,605,38,2827.15,492.93
2026-05-09,South,Social,715,27,2494.61,421.87
2026-05-09,South,Email,344,44,4250.88,124.87
2026-05-09,South,Affiliate,480,34,3364.83,247.99
2026-05-09,North,Search,571,30,2341.14,467.17
2026-05-09,North,Social,648,17,1564.92,378.57
2026-05-09,North,Email,349,33,2813.36,125.68
2026-05-09,North,Affiliate,414,26,2178.24,259.06
2026-05-09,West,Search,526,35,3312.35,479.19
2026-05-09,West,Social,561,29,2787.56,421.11
2026-05-09,West,Email,291,21,2093.74,134.44
2026-05-09,West,Affiliate,369,27,2501.45,242.74
2026-05-10,East,Search,709,39,3148.94,494.09
2026-05-10,East,Social,861,28,2466.74,390.63
2026-05-10,East,Email,384,38,3439.31,128.99
2026-05-10,East,Affiliate,474,34,3075.89,257.09
2026-05-10,South,Search,637,37,3923.97,440.12
2026-05-10,South,Social,769,31,2637.2,396.38
2026-05-10,South,Email,341,25,2073.95,129.68
2026-05-10,South,Affiliate,454,31,2953.97,253.33
2026-05-10,North,Search,591,33,2727.34,492.54
2026-05-10,North,Social,627,29,2373.26,399.12
2026-05-10,North,Email,348,25,2378.63,121.94
2026-05-10,North,Affiliate,391,33,2587.25,252.99
2026-05-10,West,Search,535,30,2775.32,490.66
2026-05-10,West,Social,599,22,1540.53,394.72
2026-05-10,West,Email,288,30,2923.22,122.85
2026-05-10,West,Affiliate,360,22,1780.78,235.25
2026-05-11,East,Search,725,43,3399.47,445.13
2026-05-11,East,Social,775,42,3727.99,409.22
2026-05-11,East,Email,415,37,3425.9,132.15
2026-05-11,East,Affiliate,477,28,2480.33,252.41
2026-05-11,South,Search,661,34,3270.61,473.81
2026-05-11,South,Social,704,24,2135.37,397.5
2026-05-11,South,Email,381,35,3335.0,121.0
2026-05-11,South,Affiliate,458,34,3152.91,256.69
2026-05-11,North,Search,569,34,3405.48,483.02
2026-05-11,North,Social,626,16,1487.08,395.71
2026-05-11,North,Email,345,32,2727.54,129.29
2026-05-11,North,Affiliate,398,24,1995.61,230.8
2026-05-11,West,Search,507,35,3111.32,471.11
2026-05-11,West,Social,662,29,2753.54,396.61
2026-05-11,West,Email,313,26,2266.45,133.07
2026-05-11,West,Affiliate,373,17,1334.33,235.16
2026-05-12,East,Search,738,41,3869.6,443.64
2026-05-12,East,Social,833,31,2723.2,376.7
2026-05-12,East,Email,393,37,3905.95,131.45
2026-05-12,East,Affiliate,493,30,3081.26,241.05
2026-05-12,South,Search,625,48,4263.7,437.26
2026-05-12,South,Social,656,39,3740.02,393.23
2026-05-12,South,Email,327,28,2971.44,123.83
2026-05-12,South,Affiliate,420,27,2701.89,256.97
2026-05-12,North,Search,612,37,3595.61,448.01
2026-05-12,North,Social,651,25,2266.81,418.66
2026-05-12,North,Email,312,28,2440.16,121.67
2026-05-12,North,Affiliate,394,24,1979.18,249.25
2026-05-12,West,Search,519,27,2546.11,446.89
2026-05-12,West,Social,620,27,2280.36,393.2
2026-05-12,West,Email,291,25,2000.12,120.08
2026-05-12,West,Affiliate,388,30,2718.0,250.13
2026-05-13,East,Search,728,47,3923.24,481.69
2026-05-13,East,Social,756,37,3810.18,401.8
2026-05-13,East,Email,375,35,3031.87,130.52
2026-05-13,East,Affiliate,508,29,2763.1,229.14
2026-05-13,South,Search,645,38,4183.19,463.68
2026-05-13,South,Social,723,27,2451.62,393.79
2026-05-13,South,Email,337,35,2614.05,119.55
2026-05-13,South,Affiliate,430,34,3324.33,232.77
2026-05-13,North,Search,554,32,2601.63,474.0
2026-05-13,North,Social,648,26,2282.49,377.29
2026-05-13,North,Email,320,32,2754.87,129.94
2026-05-13,North,Affiliate,411,24,2448.41,242.65
2026-05-13,West,Search,516,37,3536.11,450.99
2026-05-13,West,Social,592,24,2132.14,396.06
2026-05-13,West,Email,323,34,3361.0,133.89
2026-05-13,West,Affiliate,424,26,2180.33,229.35
2026-05-14,East,Search,719,44,3739.87,440.37
2026-05-14,East,Social,791,34,3117.69,413.84
2026-05-14,East,Email,402,40,3592.06,120.2
2026-05-14,East,Affiliate,516,36,3496.66,250.2
2026-05-14,South,Search,657,30,2355.39,459.97
2026-05-14,South,Social,735,18,1745.76,404.29
2026-05-14,South,Email,362,29,2331.94,131.71
2026-05-14,South,Affiliate,419,17,1623.07,239.31
2026-05-14,North,Search,575,31,2734.45,455.33
2026-05-14,North,Social,685,20,1707.34,407.47
2026-05-14,North,Email,344,35,2730.67,120.23
2026-05-14,North,Affiliate,427,27,2367.86,249.1
2026-05-14,West,Search,533,23,2172.19,452.3
2026-05-14,West,Social,624,25,1916.0,377.9
2026-05-14,West,Email,289,22,1401.52,122.0
2026-05-14,West,Affiliate,380,27,2192.11,240.02
2026-05-15,East,Search,828,57,5793.97,472.6
2026-05-15,East,Social,890,37,3580.5,403.48
2026-05-15,East,Email,459,30,2717.21,121.09
2026-05-15,East,Affiliate,567,34,3122.18,255.46
2026-05-15,South,Search,776,49,4421.3,467.03
2026-05-15,South,Social,831,33,2783.04,400.47
2026-05-15,South,Email,418,46,4923.47,127.89
2026-05-15,South,Affiliate,517,48,4493.84,240.51
2026-05-15,North,Search,721,31,3192.16,482.03
2026-05-15,North,Social,799,28,2797.7,380.46
2026-05-15,North,Email,377,46,3824.61,125.28
2026-05-15,North,Affiliate,468,38,3421.32,233.7
2026-05-15,West,Search,629,38,3596.18,448.53
2026-05-15,West,Social,679,26,2289.36,373.03
2026-05-15,West,Email,334,29,2339.29,120.79
2026-05-15,West,Affiliate,456,34,3386.48,242.39
2026-05-16,East,Search,682,33,2942.9,458.86
2026-05-16,East,Social,812,23,2327.42,406.08
2026-05-16,East,Email,415,36,2947.08,122.73
2026-05-16,East,Affiliate,479,48,5015.05,244.0
2026-05-16,South,Search,591,29,2475.32,437.42
2026-05-16,South,Social,746,37,4027.86,373.3
2026-05-16,South,Email,365,37,3553.36,121.45
2026-05-16,South,Affiliate,448,36,3523.93,228.13
2026-05-16,North,Search,529,27,2434.76,446.76
2026-05-16,North,Social,684,35,3864.78,380.1
2026-05-16,North,Email,319,25,2166.85,125.32
2026-05-16,North,Affiliate,383,27,2408.42,247.29
2026-05-16,West,Search,512,31,3304.87,471.82
2026-05-16,West,Social,581,25,2459.9,407.41
2026-05-16,West,Email,328,34,2766.34,133.45
2026-05-16,West,Affiliate,384,29,3168.26,243.01
2026-05-17,East,Search,698,43,4260.2,469.53
2026-05-17,East,Social,800,37,3569.79,404.35
2026-05-17,East,Email,395,40,3925.67,133.1
2026-05-17,East,Affiliate,517,48,4517.42,241.38
2026-05-17,South,Search,622,31,2726.58,472.21
2026-05-17,South,Social,725,26,2595.23,378.16
2026-05-17,South,Email,326,20,1879.29,130.01
2026-05-17,South,Affiliate,423,21,1750.79,237.44
2026-05-17,North,Search,581,32,3119.99,458.1
2026-05-17,North,Social,647,26,2118.51,395.58
2026-05-17,North,Email,332,32,3427.73,120.46
2026-05-17,North,Affiliate,401,30,3194.07,239.69
2026-05-17,West,Search,552,31,2664.76,483.29
2026-05-17,West,Social,608,19,1773.28,400.72
2026-05-17,West,Email,275,22,1649.28,133.64
2026-05-17,West,Affiliate,363,27,2268.16,242.14
2026-05-18,East,Search,703,35,3591.82,455.41
2026-05-18,East,Social,818,20,1934.51,413.6
2026-05-18,East,Email,379,31,3064.36,131.62
2026-05-18,East,Affiliate,495,33,3217.93,244.98
2026-05-18,South,Search,598,33,3145.63,434.49
2026-05-18,South,Social,743,23,1983.42,384.51
2026-05-18,South,Email,380,31,2995.69,126.38
2026-05-18,South,Affiliate,439,27,2711.69,242.95
2026-05-18,North,Search,580,32,2550.43,437.26
2026-05-18,North,Social,670,24,2261.91,412.27
2026-05-18,North,Email,341,33,2858.9,122.33
2026-05-18,North,Affiliate,385,26,2631.1,249.6
2026-05-18,West,Search,488,23,2242.27,434.6
2026-05-18,West,Social,585,25,2065.96,389.26
2026-05-18,West,Email,283,23,2128.84,118.82
2026-05-18,West,Affiliate,402,30,3006.03,250.04
2026-05-19,East,Search,705,42,4079.19,445.65
2026-05-19,East,Social,806,26,2445.02,402.6
2026-05-19,East,Email,415,30,2431.69,132.64
2026-05-19,East,Affiliate,541,35,3197.57,253.94
2026-05-19,South,Search,622,44,3686.28,442.17
2026-05-19,South,Social,715,27,2738.2,407.38
2026-05-19,South,Email,336,36,3065.28,128.01
2026-05-19,South,Affiliate,435,21,1974.12,237.29
2026-05-19,North,Search,588,24,1943.51,459.32
2026-05-19,North,Social,657,34,3312.14,391.67
2026-05-19,North,Email,324,28,2497.63,127.1
2026-05-19,North,Affiliate,412,41,3250.73,244.3
2026-05-19,West,Search,495,29,2735.56,440.8
2026-05-19,West,Social,599,22,2159.83,394.05
2026-05-19,West,Email,294,30,2332.36,128.13
2026-05-19,West,Affiliate,375,24,2161.99,252.65
2026-05-20,East,Search,731,38,3200.31,477.85
2026-05-20,East,Social,793,32,2957.34,400.36
2026-05-20,East,Email,374,26,2568.57,130.17
2026-05-20,East,Affiliate,458,35,3257.52,240.1
2026-05-20,South,Search,649,27,2334.05,432.89
2026-05-20,South,Social,762,27,2286.09,370.88
2026-05-20,South,Email,349,29,2300.6,130.3
2026-05-20,South,Affiliate,421,30,2693.11,235.75
2026-05-20,North,Search,591,42,3039.87,444.85
2026-05-20,North,Social,644,25,1947.7,404.47
2026-05-20,North,Email,338,23,1822.54,118.68
2026-05-20,North,Affiliate,362,27,2042.27,249.61
2026-05-20,West,Search,522,28,2485.84,458.08
2026-05-20,West,Social,564,19,1557.85,394.2
2026-05-20,West,Email,288,30,2968.66,131.21
2026-05-20,West,Affiliate,389,27,2204.64,249.15
2026-05-21,East,Search,660,52,4489.42,434.8
2026-05-21,East,Social,784,28,2964.97,403.25
2026-05-21,East,Email,393,29,2345.39,130.01
2026-05-21,East,Affiliate,471,33,2834.87,244.53
2026-05-21,South,Search,650,35,2868.02,481.18
2026-05-21,South,Social,729,24,2433.7,383.51
2026-05-21,South,Email,344,37,3455.68,120.51
2026-05-21,South,Affiliate,481,34,2746.86,238.3
2026-05-21,North,Search,584,33,2879.13,439.84
2026-05-21,North,Social,624,31,2350.52,408.36
2026-05-21,North,Email,350,29,2708.47,132.65
2026-05-21,North,Affiliate,387,17,1453.67,239.8
2026-05-21,West,Search,498,31,2965.07,452.49
2026-05-21,West,Social,608,26,2363.87,373.71
2026-05-21,West,Email,292,26,2300.56,120.69
2026-05-21,West,Affiliate,378,30,2671.36,233.3
2026-05-22,East,Search,669,52,4721.66,457.03
2026-05-22,East,Social,827,42,3367.53,370.35
2026-05-22,East,Email,338,34,3253.46,126.97
2026-05-22,East,Affiliate,530,38,3858.41,246.71
2026-05-22,South,Search,630,34,3175.51,478.14
2026-05-22,South,Social,697,30,2828.38,392.95
2026-05-22,South,Email,345,32,2924.93,130.43
2026-05-22,South,Affiliate,431,24,2355.12,247.91
2026-05-22,North,Search,586,21,2049.14,448.15
2026-05-22,North,Social,604,22,1966.53,413.33
2026-05-22,North,Email,322,23,2048.92,123.84
2026-05-22,North,Affiliate,451,24,2300.31,240.98
2026-05-22,West,Search,515,34,2488.82,440.92
2026-05-22,West,Social,618,28,2344.8,386.29
2026-05-22,West,Email,343,27,2230.65,123.93
2026-05-22,West,Affiliate,372,18,1748.15,231.99
2026-05-23,East,Search,658,45,4264.58,470.36
2026-05-23,East,Social,805,27,1999.45,414.76
2026-05-23,East,Email,373,27,2394.9,118.79
2026-05-23,East,Affiliate,478,29,2415.46,230.44
2026-05-23,South,Search,618,26,2480.42,475.43
2026-05-23,South,Social,709,23,1840.15,404.77
2026-05-23,South,Email,352,28,2572.63,123.0
2026-05-23,South,Affiliate,446,21,1821.63,232.66
2026-05-23,North,Search,522,29,2813.95,476.53
2026-05-23,North,Social,612,21,1659.39,389.19
2026-05-23,North,Email,302,21,1683.32,121.15
2026-05-23,North,Affiliate,418,18,1692.14,238.47
2026-05-23,West,Search,496,45,4261.46,475.06
2026-05-23,West,Social,630,26,2337.24,399.12
2026-05-23,West,Email,282,27,2787.79,119.27
2026-05-23,West,Affiliate,366,23,2212.86,231.02
2026-05-24,East,Search,632,37,3319.62,448.03
2026-05-24,East,Social,812,31,2698.03,374.07
2026-05-24,East,Email,384,37,3879.15,123.69
2026-05-24,East,Affiliate,502,35,3717.75,228.79
2026-05-24,South,Search,616,36,3267.76,436.81
